bedrooms,bathrooms,floors,waterfront,view,condition,grade,lat,long,month,house_age,is_renovated,has_basement,price_log,sqft_living_log,sqft_lot_log,sqft_living15_log,sqft_lot15_log,sqft_basement_log
3,2,2,0,0,4,8,47.3739,-122.172,11,29,0,0,12.70381302974751,7.803843303538772,8.779557455883728,7.696212639346407,8.834191318202071,0.0
3,2,1,0,0,5,6,47.3048,-122.218,11,73,0,0,12.358793732547838,7.444248649496705,8.454679286026995,6.937314081223682,8.45638105201948,0.0
3,1,2,0,0,3,8,47.6386,-122.36,6,99,0,1,13.750438561220559,7.803843303538772,7.897668150726906,7.473069088032197,8.181160858023409,6.55250788703459
3,1,1,0,0,5,8,47.6221,-122.314,12,105,0,0,13.410545324897761,7.24422751560335,7.365812837209472,7.528331766707247,8.258681496264236,0.0
3,1,1,0,0,3,7,47.695,-122.304,6,66,0,1,12.989974189358584,7.326465613840322,8.760923376338836,7.326465613840322,8.737933858114136,6.594413459749778
4,2,2,0,0,3,8,47.7073,-122.11,3,10,0,0,13.485616636703183,7.851661177889265,8.878079256126435,7.874739125171811,8.703838719690246,0.0
3,2,2,0,0,3,8,47.5391,-122.07,11,11,0,0,13.271645080120082,7.749322464660356,8.289037098278483,7.855544677915663,8.289037098278483,0.0
2,1,3,0,0,3,7,47.7274,-122.357,12,9,0,0,12.542544882151386,7.081708586105575,7.142827401161621,7.237059026124737,7.470793774195062,0.0
4,1,1,0,0,4,7,47.6823,-122.368,6,85,0,1,13.440817108522863,7.753623546559746,8.517193191416238,7.286191714702382,8.517193191416238,6.710523109452428
3,1,1,0,0,4,8,47.6889,-122.375,11,85,0,0,13.190022025878143,6.993932975223189,8.006367567650246,7.358830898342354,8.533066540572527,0.0
4,2,1,0,0,3,7,47.4276,-122.157,12,33,0,1,12.683858415217964,7.630461261783627,8.803724602110622,7.61085279039525,9.073374516903025,6.660575149839686
3,2,1,0,0,3,8,47.6827,-122.31,6,84,1,1,13.453104939316557,7.7406644019172415,8.026170194946426,7.371489295214277,8.090708716083997,6.673297967767654
4,1,1,0,0,1,5,47.6621,-122.132,5,81,0,1,13.217673557208654,7.414572881350589,10.458751025732687,7.67786350067821,9.347228624038305,6.594413459749778
4,2,2,0,0,4,8,47.6702,-122.362,12,110,0,0,13.369223455335854,7.7664168980196555,8.699514748210191,7.455876687491824,8.45531778769815,0.0
4,1,1,0,0,2,7,47.3341,-122.282,2,46,0,1,12.388394202324129,7.106606137727303,8.996528148090857,7.162397497355718,8.961879012677683,5.802118375377063
4,2,2,0,0,3,8,47.5301,-122.18,6,18,0,0,13.312983737012978,7.8709295967551425,8.929700114313448,7.8709295967551425,9.382948236582498,0.0
4,2,2,0,0,3,9,47.6145,-122.027,7,14,0,0,13.345506928718539,7.851661177889265,8.616133139271142,7.8119734296220225,8.642768014324304,0.0
4,2,1,0,0,3,8,47.445,-122.347,8,30,0,1,13.560618308335483,8.347590407030058,10.09352923234522,7.787382026484701,10.329310689232171,7.390798521735676
5,2,2,0,0,3,9,47.6848,-122.016,7,0,0,0,13.666998948650464,8.187299270155147,8.637462023807181,8.195609567288775,8.637462023807181,0.0
3,1,2,0,0,3,7,47.6413,-122.364,10,92,0,0,13.437174117244362,7.358830898342354,7.731930721948486,7.365180126021013,7.878534196140362,0.0
3,1,1,0,0,4,6,47.4485,-122.175,7,55,0,1,12.641096555879882,7.154615356913663,9.175334762777368,7.200424892944957,9.083415678402515,5.8888779583328805
3,2,2,0,0,3,8,47.7443,-121.977,7,11,0,0,13.098070684835283,8.058327306580958,9.51804563563343,8.022896869601457,9.13043098874788,0.0
3,1,1,0,0,3,6,47.3066,-122.371,3,49,0,0,12.257193425037888,6.897704943128636,9.051110146405625,7.113142108707088,9.08704215563169,0.0
4,2,2,0,0,4,9,47.6194,-122.151,7,33,0,0,13.573438996764546,7.736307096548285,9.504203303503045,7.893572073504902,9.52405562147478,0.0
3,1,1,0,0,4,7,47.6796,-122.301,4,62,0,0,13.017002861746503,7.1308988302963465,8.693328989123106,6.877296071497429,8.536995818712418,0.0
3,2,1,1,2,5,9,47.4041,-122.451,3,62,0,1,14.115615150414612,7.920446505142607,11.08221946899627,7.893572073504902,11.191521135113415,6.3784261836515865
3,1,1,0,0,3,7,47.4258,-122.322,9,59,0,0,12.337100907936577,7.081708586105575,9.126850061477157,7.081708586105575,9.144627828610801,0.0
5,2,1,0,0,4,8,47.4934,-122.189,2,49,0,1,12.751299696013497,8.055157731819678,9.119758993744945,7.595889917718538,9.11964950669168,7.32052696227274
3,1,1,0,0,4,7,47.6808,-122.384,12,64,0,1,13.304684934198283,7.251344983372214,8.313852267398207,7.251344983372214,8.313852267398207,6.018593214496234
2,1,1,0,0,3,7,47.6989,-122.369,2,34,0,1,13.279367126213993,7.590852123688581,9.053686561930807,7.299797366758161,8.815518423966498,6.898714534329988
5,2,1,0,0,3,8,47.6571,-122.281,3,88,0,1,13.732128949025222,7.912056888179006,8.699514748210191,7.912056888179006,8.699514748210191,6.398594934535208
4,2,2,0,0,3,9,47.6597,-122.29,5,19,0,0,13.693342923990066,7.948031990637284,8.517193191416238,7.575584651557793,8.517193191416238,0.0
4,2,2,0,0,3,7,47.3663,-122.114,8,6,0,0,12.58621994565405,7.718685495198466,8.410720946905721,7.718685495198466,8.411832675758411,0.0
3,2,2,0,0,3,8,47.3663,-122.122,4,12,0,0,12.614865543731012,7.791522819150732,8.465899897028686,7.897296472595885,8.465899897028686,0.0
5,3,2,0,4,4,8,47.588,-122.116,8,46,0,0,13.765269341527528,8.086410275323782,9.57094757444252,7.992944547318106,9.309642573050045,0.0
4,3,2,0,0,3,8,47.5059,-122.149,2,24,0,0,12.971540487669746,7.52294091807237,9.207937487359873,7.727535110475448,9.052750451401412,0.0
3,2,1,0,3,4,8,47.4336,-122.339,12,55,0,1,13.38472764187182,7.673223121121708,9.963406042747371,7.851661177889265,9.846917201047734,6.329720905522696
3,1,1,0,0,3,7,47.4366,-122.335,8,60,0,0,12.57418196709457,7.138866999945524,9.035986984831405,7.162397497355718,9.07680897935166,0.0
3,1,2,0,0,5,8,47.4428,-122.344,10,41,0,0,13.132313708257497,7.831617276352611,9.069928218259438,7.824046010856292,9.159047077588632,0.0
3,1,3,0,0,3,8,47.6765,-122.32,12,0,0,0,13.215853720491667,7.3395376954076745,6.950814768442584,7.365180126021013,8.035926369891792,0.0
3,2,1,0,0,3,7,47.6113,-122.297,6,35,0,1,12.959844447906553,7.414572881350589,8.699514748210191,7.272398392570047,8.313852267398207,6.311734809152915
3,2,1,0,0,5,7,47.5747,-122.304,11,89,0,1,12.668626720622465,7.926602599181384,8.245121966478605,7.272398392570047,8.294049640102028,6.90875477931522
4,2,2,0,0,3,10,47.5815,-122.192,9,25,0,0,13.790192749979985,7.908387159290043,9.310095205113175,7.919356190660617,9.310095205113175,0.0
4,2,2,0,0,3,7,47.3378,-122.257,10,9,0,0,12.567237494741757,7.7142311448490855,8.444192298531748,7.7057128238944275,8.424419791263883,0.0
3,1,1,0,0,4,7,47.3621,-122.11,8,46,0,0,12.225875272826354,6.907755278982137,9.398478314091577,6.917705609835305,9.444226019822295,0.0
5,2,1,0,0,3,8,47.6303,-122.215,6,49,0,1,14.09692301740246,8.070906088787819,9.911356510914823,8.128585200374497,9.911356510914823,7.3783837129967145
5,3,1,0,0,4,11,47.6525,-122.16,9,41,0,1,13.854731271117556,8.470101583882387,10.821656519422055,8.169053149927343,10.569186452136844,7.438971592395862
3,2,1,0,0,4,7,47.7362,-122.179,1,43,0,0,12.691580461311874,7.138866999945524,8.632662441222351,7.402451520818244,8.464846711044029,0.0
4,2,1,0,0,5,7,47.7168,-122.287,6,98,0,1,13.255144488638146,7.919356190660617,8.962776046120291,7.31986492980897,8.962776046120291,6.2166061010848646
4,2,2,0,0,3,8,47.3608,-122.036,7,9,0,0,12.793859310432293,7.77485576666552,8.517193191416238,7.791522819150732,8.517193191416238,0.0
3,1,1,0,0,5,7,47.3511,-122.073,3,50,0,1,12.762827201184564,7.489970898834801,10.830302707866496,7.570443252057374,10.830302707866496,6.55250788703459
4,4,2,0,0,4,10,47.5822,-121.987,11,28,0,1,13.632188500836737,8.140315540159985,10.466013387887635,8.083328608786376,10.463674605839843,6.947937068614969
4,1,1,0,0,3,7,47.6034,-122.125,10,58,0,1,12.84792653170257,7.473069088032197,8.895629627136483,7.426549072397305,8.922658299524402,6.78105762593618
3,1,1,0,0,3,7,47.5636,-122.394,4,74,0,0,13.081541382884074,6.946975992135418,8.52912176228151,6.7912214627261855,8.52912176228151,0.0
3,1,1,0,0,4,7,47.7073,-122.34,6,58,0,1,12.92391243868049,7.251344983372214,8.52912176228151,7.029972911706386,8.646992628951082,6.2166061010848646
4,2,2,0,0,3,10,47.342,-122.025,3,13,0,0,13.487006490992238,8.146129510025405,10.588678163379617,8.116715624819111,10.590365120082478,0.0
3,2,2,0,0,3,8,47.3512,-122.008,12,11,0,0,12.873902018105829,7.762170607138205,8.536995818712418,7.762170607138205,8.587278798982926,0.0
4,2,2,0,0,3,7,47.349,-122.031,12,22,0,0,12.793859310432293,7.549609165154532,8.68084148294457,7.533693709848633,8.764834214330834,0.0
2,1,1,0,0,3,7,47.5474,-122.291,10,66,0,1,12.779873068457553,7.61085279039525,8.812843433517195,7.450079569807499,8.812843433517195,6.918695219020472
3,1,1,0,0,3,8,47.4811,-122.149,1,51,0,0,12.782686009834167,7.426549072397305,9.072456664612796,7.52294091807237,9.082166033252674,0.0
3,1,1,0,0,3,6,47.7264,-122.31,6,62,0,0,12.66032791780777,6.866933284461882,8.799963219506997,7.358830898342354,8.882252884889363,0.0
3,1,2,0,0,3,9,47.6337,-122.365,11,89,0,1,13.753635154246187,7.668561108015897,8.1886891244442,7.61085279039525,8.476371196895983,5.484796933490655
5,2,1,0,0,5,7,47.2909,-122.189,11,53,0,0,12.628067055589549,7.886081401775745,9.035986984831405,7.371489295214277,9.007612005404566,0.0
3,3,2,0,0,3,9,47.5228,-122.199,6,8,0,1,13.041153321978786,7.926602599181384,8.744806737401898,7.549609165154532,8.90231952852887,6.673297967767654
2,2,2,0,0,4,7,47.518,-122.194,5,35,0,0,12.2783933071098,7.383989457978509,7.620705086838262,7.575584651557793,7.613324979540639,0.0
2,1,2,0,0,3,7,47.5394,-122.387,9,8,0,1,12.721885810807203,6.937314081223682,6.97166860472579,6.937314081223682,7.00850518208228,5.583496308781699
4,2,2,0,0,3,7,47.2897,-122.372,5,26,0,0,12.402872221504781,7.590852123688581,8.909640602443098,7.590852123688581,8.92399074475818,0.0
5,2,2,0,0,4,10,47.6506,-122.391,3,14,0,0,13.910711640908662,8.166216268592143,8.756682421266532,7.832014180505469,8.740336742730447,0.0
3,1,1,0,0,3,7,47.322,-122.351,2,53,0,0,11.938193200374572,7.090076835776092,9.259130536145614,7.2078598714324755,9.259130536145614,0.0
3,1,1,0,0,3,8,47.687,-122.386,7,75,0,1,12.971540487669746,7.365180126021013,8.517193191416238,7.358830898342354,8.411832675758411,5.673323267171493
3,1,1,0,0,3,8,47.687,-122.386,12,75,0,1,13.458835614025542,7.365180126021013,8.517193191416238,7.358830898342354,8.411832675758411,5.673323267171493
4,2,1,0,0,3,7,47.5873,-122.249,9,68,1,1,13.715690222682063,8.101677747454572,9.235032984566555,7.575584651557793,8.706986763048892,6.814542897259958
3,1,1,0,0,3,7,47.3576,-122.277,3,48,0,0,12.419165860990882,7.580699752224563,9.660205067381032,7.4673710669175595,9.656051308652874,0.0
4,1,1,0,0,4,7,47.3036,-122.378,9,39,0,0,12.201060103706629,7.05617528410041,8.764053269347762,7.05617528410041,8.764053269347762,0.0
3,1,1,0,0,5,7,47.4109,-121.958,7,34,0,1,12.65714826489039,7.501082124259871,10.640651618512848,7.408530566894626,11.813296688537998,6.398594934535208
3,2,2,0,2,3,9,47.4838,-121.714,5,22,0,0,12.988831984779805,7.749322464660356,10.51452948317723,7.843848638152472,10.46495876097101,0.0
3,2,1,0,0,5,9,47.6415,-122.315,6,104,0,1,13.653967622617456,7.635303886259415,9.491073355339758,7.696212639346407,8.411832675758411,6.68586094706836
3,2,1,0,0,4,7,47.6775,-122.372,10,85,0,1,13.226723392728571,7.590852123688581,8.154212694914229,7.383989457978509,8.154212694914229,6.293419278846481
3,2,2,0,0,4,8,47.7731,-122.08,12,31,0,0,13.458764182902971,7.691656822810547,11.586110868831522,7.851661177889265,10.774299631131253,0.0
3,2,2,0,0,3,8,47.5814,-122.196,10,64,1,0,13.899851706398024,7.979338895262328,9.001222992395064,7.7706452341291765,9.001222992395064,0.0
3,1,1,0,0,3,7,47.4375,-122.184,9,60,0,0,12.577636201962656,7.098375638590786,10.431730608339187,7.402451520818244,9.609787407758784,0.0
3,2,1,0,0,4,8,47.4431,-122.133,4,37,0,1,12.834681304952548,7.757906208351747,9.210840247017833,7.718685495198466,9.00724451596575,6.78105762593618
3,1,1,0,0,4,7,47.6878,-122.38,5,75,0,1,13.038981768465277,7.4205789054108005,8.29529885950246,7.122866658599083,8.29529885950246,6.2166061010848646
2,1,1,0,0,4,8,47.3813,-122.322,7,29,0,0,12.146853285870202,7.122866658599083,7.821242083523558,7.146772179452637,8.510369966068112,0.0
4,2,2,0,0,4,10,47.7304,-122.082,3,24,0,0,13.42984807715229,8.0519780789023,10.241280345410422,8.003028666384733,10.463131911491967,0.0
5,1,2,0,0,4,7,47.6417,-122.109,8,72,0,0,13.060487973686241,7.615791072035833,9.420763358881013,7.824046010856292,9.151969458649853,0.0
4,2,2,0,0,3,8,47.5386,-122.053,7,30,0,0,13.30092788532057,7.745002803515839,9.172015257654515,7.570443252057374,9.173261363734762,0.0
3,1,1,0,0,5,6,47.6823,-122.349,3,110,0,1,13.253391639810733,7.138866999945524,8.1101268019411,7.22983877815125,8.170751423757535,6.329720905522696
3,1,1,0,0,4,7,47.3624,-122.031,9,34,0,1,12.515393893085436,7.3395376954076745,9.441452092939569,7.3395376954076745,9.363576347875041,5.942799375126701
3,1,1,0,2,3,7,47.5474,-122.295,11,43,0,1,12.706696406811568,7.640123172695364,8.69433468816865,7.644919344958857,8.612503371220562,6.90875477931522
4,2,2,0,3,3,9,47.3183,-122.253,10,13,0,1,13.081541382884074,8.080237416216702,9.690974793577944,7.878534196140362,9.04981944514108,6.566672429803241
3,3,2,0,0,3,8,47.6981,-122.368,11,114,1,1,13.51508091268999,8.384804003370492,8.756210091886738,7.512071245835466,8.756210091886738,7.3783837129967145
3,3,3,0,0,3,8,47.6824,-122.347,6,4,0,0,13.158695306651719,7.371489295214277,7.004881989712859,7.3901814282264295,8.060224240440958,0.0
2,1,1,0,0,4,6,47.5009,-122.248,6,69,0,0,12.232836282799388,6.779921907472252,8.821732380934442,7.081708586105575,8.821732380934442,0.0
4,2,1,0,0,3,6,47.4965,-122.303,1,65,0,0,12.054086288532291,7.358830898342354,9.169518377455928,7.539027055823995,9.104979856318357,0.0
4,1,1,0,0,4,7,47.587,-122.294,5,90,0,0,13.190022025878143,7.383989457978509,8.000349495324684,7.383989457978509,8.303999970955196,0.0
3,2,1,0,2,3,8,47.7728,-122.386,1,51,0,1,13.399995114002609,7.783224016336037,8.775549434486189,7.757906208351747,9.292473201514705,6.734591659972948
3,2,1,0,0,3,7,47.7288,-122.226,11,27,0,0,12.877740794412995,7.27931883541462,9.119540007649686,7.365180126021013,9.116469156366112,0.0
2,1,1,0,0,3,6,47.6999,-122.364,4,62,0,0,12.886641043883259,6.646390514847729,8.699514748210191,7.444248649496705,8.699514748210191,0.0
4,1,1,0,0,5,7,47.5299,-122.266,11,90,0,1,13.005829561148378,7.649692623711514,8.389359819906353,7.52294091807237,8.389359819906353,5.942799375126701
3,2,2,0,0,3,9,47.6897,-122.098,6,24,0,0,13.554145793829866,7.975908360165538,9.230535079261703,7.90100705199242,9.546241016698438,0.0
4,2,1,0,0,3,8,47.6141,-122.212,3,101,1,1,14.187074114396758,7.919356190660617,9.78633556772527,8.026170194946426,9.330343164370879,6.647688373563329
3,2,1,0,2,3,8,47.5091,-122.244,7,47,0,1,13.005829561148378,7.649692623711514,9.012011377036412,7.886081401775745,9.072456664612796,6.175867270105761
4,2,1,0,0,3,8,47.3129,-122.39,7,36,0,1,12.468436909997665,7.67786350067821,9.08375621986673,7.644919344958857,9.035986984831405,6.68586094706836
5,3,2,0,0,5,7,47.6763,-122.352,6,88,0,1,13.620103761621664,7.749322464660356,8.509161019718974,7.438383530044307,8.509161019718974,6.398594934535208
4,2,2,0,0,3,7,47.5319,-121.85,4,11,0,0,12.971540487669746,7.635303886259415,8.368693183097793,7.585788821732034,8.228977643358313,0.0
3,1,1,0,0,4,7,47.2761,-122.152,1,29,0,0,12.26434155365415,6.966024187106113,8.971448463693834,7.258412150595307,8.946374826141717,0.0
4,2,1,0,0,3,8,47.5343,-122.054,4,29,0,1,13.400752402944518,7.605890001053122,9.169830828637973,7.630461261783627,9.189423123720795,6.3473892096560105
3,3,1,0,0,3,9,47.697,-122.072,6,25,0,1,13.572164299332545,8.281470857895167,11.617987936217231,7.8160138391590275,11.390757830996021,7.307202314764738
3,2,2,0,0,3,8,47.5517,-121.998,5,0,0,1,13.024190303426474,7.605890001053122,7.734996194022781,7.432483807917119,7.415776975415394,6.431331081933479
4,3,3,0,0,3,9,47.6734,-122.38,1,10,0,0,13.422467969854667,7.668561108015897,7.731053144007127,7.3395376954076745,7.734121303328305,0.0
3,1,1,0,0,4,7,47.3257,-122.296,8,58,0,0,12.201060103706629,7.1853870155804165,9.763650607348328,7.346010209913293,9.866045257060257,0.0
4,1,1,0,0,3,7,47.3309,-122.299,8,46,0,1,12.301382825334498,7.61085279039525,8.966994113344454,7.4673710669175595,9.004545458996587,6.918695219020472
4,2,1,0,0,4,8,47.7689,-122.266,5,46,0,1,13.021437458814368,7.859413154693583,9.21054035197885,7.346010209913293,9.253016646256619,7.1316985104669115
2,1,1,0,0,3,6,47.7135,-122.287,7,33,0,0,12.854483932248728,7.081708586105575,8.39840965542627,6.966024187106113,8.65084957622891,0.0
3,2,3,0,0,3,8,47.6722,-122.381,5,0,0,0,13.161487932088379,7.064759027791802,7.130098510125578,7.2078598714324755,7.177782416195197,0.0
2,1,1,0,0,3,7,47.6338,-122.358,6,89,0,0,13.407542319637992,7.01211529430638,8.070906088787819,7.064759027791802,8.1886891244442,0.0
5,2,1,0,0,4,8,47.5707,-122.128,7,46,0,1,13.17628321939376,7.944492163932159,9.14580185083861,7.944492163932159,9.14580185083861,7.147559271189454
3,1,1,0,0,4,7,47.4563,-122.171,5,53,0,1,12.230765258120545,7.383989457978509,9.057072635572965,7.383989457978509,9.057072635572965,6.398594934535208
3,1,1,0,0,4,7,47.7144,-122.351,4,92,0,1,12.948009990259552,6.966024187106113,8.999248901686114,7.352441100243583,8.979668554241181,4.795790545596741
4,2,1,0,0,4,8,47.5495,-122.174,2,54,0,1,13.122363377404328,7.615791072035833,9.04981944514108,7.709756864454165,9.085230560933338,6.478509642208569
4,2,2,0,0,4,9,47.7421,-122.026,12,20,0,0,13.733758056092014,8.207946941048617,12.661514515109953,7.951559331155252,11.384989815502859,0.0
4,1,2,0,0,3,8,47.6354,-122.353,6,109,0,1,13.698976741708323,7.843848638152472,8.294049640102028,7.696212639346407,8.294049640102028,5.198497031265826
2,2,2,0,0,3,7,47.5262,-121.943,8,7,0,0,12.971540487669746,7.791522819150732,11.01836681366811,7.570443252057374,12.174798673225046,0.0
5,2,1,0,0,4,8,47.3887,-122.286,10,54,0,1,12.460714863903755,7.723120092266331,9.433483923290392,7.215239978730097,9.798127036878302,7.030857476116121
3,1,1,0,0,3,7,47.6873,-122.336,11,67,0,1,13.144124869185841,7.265429723253953,8.14757773620177,7.27931883541462,8.433594167539924,6.111467339502679
3,2,2,0,0,3,8,47.6838,-122.353,8,24,0,0,13.184718266151094,7.215239978730097,8.035926369891792,7.313220387090301,8.035926369891792,0.0
3,1,1,0,0,3,7,47.655,-122.359,4,68,0,0,13.235692062711331,7.01211529430638,8.517193191416238,7.258412150595307,8.517193191416238,0.0
3,1,1,0,0,4,7,47.3255,-122.304,3,61,0,0,12.55302548257067,7.1308988302963465,9.011889433252344,7.426549072397305,9.063347348235522,0.0
4,3,2,0,3,3,12,47.562,-122.162,4,9,0,1,14.626440774180603,8.55256033525353,9.895959286115337,8.058327306580958,9.185022563991893,7.403061091090091
1,1,1,0,0,3,7,47.679,-122.3,5,72,0,0,12.765688433465597,6.551080335043404,8.536995818712418,6.917705609835305,8.536995818712418,0.0
3,1,1,0,0,4,7,47.4479,-122.176,7,47,0,0,12.2783933071098,7.07326971745971,8.94494150776486,7.081708586105575,8.94494150776486,0.0
5,3,2,0,0,3,9,47.525,-122.172,11,18,0,1,13.38472764187182,8.283999304248526,10.136383395293016,7.878534196140362,9.523324627290181,7.2868764117507
4,2,1,0,0,3,8,47.3135,-122.369,8,47,0,1,12.676076274775909,7.878534196140362,8.922658299524402,7.590852123688581,8.971448463693834,6.928537818164665
3,2,1,0,0,3,7,47.2086,-121.996,11,98,1,0,12.417143615610113,7.146772179452637,8.881558488638976,7.05617528410041,8.881558488638976,0.0
4,1,1,0,0,4,8,47.4715,-122.118,10,46,0,0,12.676076274775909,7.473069088032197,9.32188174670909,7.455876687491824,9.32188174670909,0.0
5,2,1,0,0,3,7,47.4877,-122.335,5,52,0,1,12.449018824140563,7.630461261783627,9.06323150693797,6.917705609835305,9.365633256382218,6.93828448401696
3,1,1,0,0,3,7,47.7171,-122.193,3,53,0,0,12.989974189358584,7.484368643286131,9.175748927206564,7.090076835776092,9.175748927206564,0.0
3,2,2,0,0,3,10,47.6012,-122.023,3,15,0,0,13.710150042306449,8.131530710604252,9.717338680907787,8.131530710604252,9.441531454869693,0.0
3,2,1,0,0,3,7,47.7319,-122.224,6,35,0,1,12.996800154428984,7.554858521040676,8.892886141190731,7.444248649496705,9.00601857490256,6.621405651764134
3,2,1,0,0,4,7,47.4582,-122.023,8,39,0,1,12.948009990259552,7.61085279039525,10.554040335463652,7.6544432264701125,10.507530258013253,6.918695219020472
3,1,1,0,0,3,7,47.7209,-122.168,12,38,0,1,12.821258284620408,7.365180126021013,8.85366542803745,7.402451520818244,8.922658299524402,5.993961427306569
2,1,1,0,0,5,5,47.408,-122.327,2,66,0,1,12.505992035646432,7.200424892944957,8.88875674784872,7.512071245835466,9.185022563991893,6.46302945692067
4,2,2,0,0,3,9,47.565,-122.125,3,16,0,0,13.601202855312463,7.893572073504902,8.411610428841172,7.979338895262328,8.411832675758411,0.0
3,2,1,0,0,4,8,47.7028,-122.231,6,35,0,1,13.389332408258568,7.893572073504902,9.185022563991893,7.8160138391590275,9.07680897935166,6.976348070447749
3,2,1,0,0,5,7,47.7458,-122.331,6,50,0,0,12.82530414313995,7.222566018822171,9.028338763993148,7.478734825567875,8.893984438939794,0.0
3,1,1,0,0,3,7,47.4776,-122.337,3,61,0,0,12.556729517143344,7.352441100243583,9.95227771670556,6.975413927455952,8.977146484808472,0.0
3,1,1,0,0,4,7,47.3026,-122.374,1,37,0,1,12.513557345278134,7.67786350067821,8.87346805533363,7.5652752818989315,8.902455592206882,6.19644412779452
3,1,1,0,0,3,7,47.7658,-122.339,5,59,0,0,12.65395846952229,7.200424892944957,8.976135873302548,7.299797366758161,8.979668554241181,0.0
4,2,2,0,0,3,10,47.6477,-122.182,1,31,0,1,13.729407858910863,8.263590432617319,10.463189051084006,8.226840890408578,10.469653271335284,7.1785454837637
4,2,2,0,0,4,8,47.5619,-122.125,9,34,0,0,13.419500608626866,7.859413154693583,9.010669176847115,7.723120092266331,9.028218795184895,0.0
3,2,2,0,0,3,8,47.6106,-122.31,2,7,0,1,12.959844447906553,7.02108396428914,7.003065458786462,7.371489295214277,7.492760300922379,5.707110264748875
5,2,1,0,0,3,7,47.5868,-122.308,7,28,0,1,12.899094818276968,7.585788821732034,8.594154232552366,7.154615356913663,7.673223121121708,6.478509642208569
